state,date,total_enrolment,monthly_growth,child_ratio,youth_ratio,adult_ratio,demo_update_pressure,biometric_update_pressure
Madhya Pradesh,2025-09-10,8260,1.5756553998840357,0.7515187799340343,0.2418820429376745,0.006599177128291175,9511.0,20066.0
Madhya Pradesh,2025-09-11,6707,1.429627642209208,0.7479181791748553,0.2436862639559597,0.008395556869184978,7824.0,30870.0
Madhya Pradesh,2025-09-12,7930,1.3604539803777123,0.7566117687924335,0.23662181510498229,0.0067664161025842,12061.0,30254.0
Madhya Pradesh,2025-09-13,6186,1.6584677565878636,0.7731031566737036,0.2237196654878565,0.003177177838440049,5652.0,24245.0
Madhya Pradesh,2025-09-14,604,1.0598805977035461,0.82864693247482,0.15478048104377892,0.016572586481401072,417.0,1050.0
Madhya Pradesh,2025-09-15,5238,1.325406072421674,0.720853862043488,0.27092874731940225,0.008217390637109785,10484.0,32059.0
Madhya Pradesh,2025-09-16,6736,1.5250804030177447,0.741135015332032,0.2533757171435704,0.005489267524397687,6048.0,32282.0
Madhya Pradesh,2025-09-17,7018,1.3229215268097765,0.7407540650478934,0.2530638928155046,0.006182042136601905,11605.0,30379.0
Madhya Pradesh,2025-09-18,6104,1.3831151074668278,0.7487646580685607,0.24586416294390323,0.005371178987536012,7304.0,29940.0
Madhya Pradesh,2025-09-19,4399,1.2214625361507232,0.7859158461638196,0.20727249579066978,0.006811658045510558,5384.0,10963.0
Madhya Pradesh,2025-09-20,4578,1.2750063868689026,0.7548128320000203,0.2423758251775078,0.002811342822471887,3301.0,0.0
Madhya Pradesh,2025-09-21,110,0.25032467532467534,0.716919191919192,0.2830808080808081,0.0,0.0,0.0
Madhya Pradesh,2025-09-22,3899,1.1284800759007083,0.6799864233837174,0.3136646364737378,0.0063489401425447945,0.0,0.0
Madhya Pradesh,2025-09-23,4414,1.162472869422984,0.706247455015474,0.28943620697451267,0.0043163380100133125,0.0,0.0
Madhya Pradesh,2025-09-24,5002,1.235393217835166,0.7655617894867103,0.232779006282069,0.001659204231220692,0.0,0.0
Madhya Pradesh,2025-09-25,4475,1.4347184484479387,0.768148091303708,0.2274940274858175,0.004357881210474573,0.0,0.0
Madhya Pradesh,2025-09-26,3227,1.0682219595779756,0.7591331905658892,0.23740116112659498,0.003465648307515777,0.0,0.0
Madhya Pradesh,2025-09-27,1000,0.49914961569616806,0.7616875668589732,0.23168991658473545,0.006622516556291391,0.0,0.0
Madhya Pradesh,2025-09-28,61,0.11666666666666665,0.8633333333333333,0.13666666666666666,0.0,0.0,0.0
Madhya Pradesh,2025-09-29,470,0.27374221773515056,0.7287985865724381,0.26442873969375735,0.006772673733804475,0.0,0.0
Madhya Pradesh,2025-09-30,39,0.08585858585858586,0.5,0.5,0.0,0.0,0.0
Madhya Pradesh,2025-10-13,4518,1.3170986899533041,0.7992084134773548,0.1869785254929886,0.01381306102965656,1008.0,0.0
Madhya Pradesh,2025-10-15,4926,0.9620890900988334,0.7985951639678635,0.18057722733424805,0.020827608697888484,3129.0,0.0
Madhya Pradesh,2025-10-16,2493,0.7383884719381403,0.7759486053703265,0.1881791794853207,0.03587221514435279,3595.0,0.0
Madhya Pradesh,2025-10-17,7727,1.4717077369349976,0.7767266491523862,0.20228435239062062,0.020988998456993136,2482.0,0.0
Madhya Pradesh,2025-10-18,4193,0.996420205725937,0.7915078951973176,0.18790310033025098,0.02058900447243144,4538.0,0.0
Madhya Pradesh,2025-10-19,3356,0.9043147692575572,0.8288025240681142,0.16946639702689384,0.0017310789049919484,2010.0,0.0
Madhya Pradesh,2025-10-20,591,0.30097370291400144,0.8503695806680882,0.14820895522388058,0.0014214641080312722,0.0,0.0
Madhya Pradesh,2025-10-21,281,0.24795173961840627,0.7429292929292929,0.23939393939393938,0.017676767676767676,675.0,0.0
Madhya Pradesh,2025-10-22,14,0.0,0.8571428571428571,0.07142857142857142,0.07142857142857142,66.0,0.0
Madhya Pradesh,2025-10-23,26,0.2222222222222222,0.4583333333333333,0.05555555555555555,0.4861111111111111,252.0,0.0
Madhya Pradesh,2025-10-24,1325,0.5600007688380085,0.8157954358431398,0.16675952915932876,0.017445034997531295,1526.0,0.0
Madhya Pradesh,2025-10-25,3752,1.1171832614154935,0.8215328003495452,0.17487736420928704,0.0035898354411678392,0.0,0.0
Madhya Pradesh,2025-10-26,1524,0.6959493436034476,0.741063081761906,0.24884306289371666,0.010093855344377265,2969.0,0.0
Maharashtra,2025-03-09,100,0.0,0.42,0.46,0.12,0.0,0.0
Maharashtra,2025-03-15,68,-0.31999999999999995,0.25,0.20588235294117646,0.5441176470588235,0.0,0.0
Maharashtra,2025-03-20,237,1.3668648310387987,0.5547592385218365,0.23829787234042554,0.20694288913773798,0.0,0.0
Maharashtra,2025-03-27,55,-0.7105263157894737,0.36363636363636365,0.34545454545454546,0.2909090909090909,0.0,0.0
Maharashtra,2025-04-01,10591,0.25506584979159136,0.755740235919612,0.15860681020730047,0.08565295387308754,24988.0,846049.0
Maharashtra,2025-05-01,9849,0.4829092893821339,0.6715660415026689,0.22063270306049157,0.10780125543683962,33799.0,947776.0
Maharashtra,2025-06-01,10649,0.6172356573051583,0.6221943933964449,0.2953006590496171,0.08250494755393802,41493.0,1017490.0
Maharashtra,2025-07-01,54767,0.7286686836086763,0.64455554213351,0.3059083842739301,0.04953607359255992,58724.0,1230369.0
Maharashtra,2025-09-01,3693,0.8079642848937987,0.7592206518681981,0.2260982128136135,0.01468113531818835,5814.0,32186.0
Maharashtra,2025-09-02,4528,0.9977525633030931,0.7632206602283034,0.22775735800586797,0.009021981765828621,7377.0,43062.0
Maharashtra,2025-09-03,4955,0.9991165796127653,0.7760789134040255,0.21596299397980032,0.007958092616174264,8076.0,37959.0
Maharashtra,2025-09-04,4557,0.940399486126721,0.7435902555317246,0.24350848436649442,0.012901260101780936,8720.0,46436.0
Maharashtra,2025-09-05,827,0.369629329004329,0.7584848484848485,0.2316666666666667,0.009848484848484848,4309.0,6915.0
Maharashtra,2025-09-06,1987,0.6630483215195322,0.7790827664769535,0.2189213822761301,0.0019958512469162464,1945.0,16285.0
Maharashtra,2025-09-07,488,0.5208708771995554,0.7170278995416682,0.2658350036841382,0.017137096774193547,1092.0,2615.0
Maharashtra,2025-09-08,5346,0.894537229845598,0.7786024370604213,0.21542929032951422,0.0059682726100645,10264.0,62193.0
Maharashtra,2025-09-09,6043,0.9480823288393856,0.7634581463441307,0.22728781861516587,0.009254035040703478,9922.0,59010.0
Maharashtra,2025-09-10,5857,1.047794286743234,0.7546683697092534,0.2349328095593796,0.010398820731367017,12212.0,53688.0
Maharashtra,2025-09-11,5454,1.0279931634739665,0.7432050768693442,0.24838116158966408,0.008413761540991679,8837.0,66666.0
Maharashtra,2025-09-12,5924,0.8781179662438829,0.7618211681102968,0.22711970584558366,0.011059126044119554,13666.0,78211.0
Maharashtra,2025-09-13,4288,0.8871959991399755,0.7583359904465791,0.23720606836606795,0.004457941187352952,6550.0,58921.0
Maharashtra,2025-09-14,828,0.548783601587097,0.7099734915795378,0.2809593199012188,0.009067188519243314,854.0,10899.0
Maharashtra,2025-09-15,3567,0.8476595391621076,0.723359188892121,0.26480437289572917,0.011836438212149787,12429.0,87346.0
Maharashtra,2025-09-16,4664,0.9391141407877891,0.708216739722759,0.28567188357163487,0.006111376705606244,7735.0,94733.0
Maharashtra,2025-09-17,4486,0.8828150695274877,0.7287497055799284,0.2666966446422769,0.004553649777794807,12854.0,89038.0
Maharashtra,2025-09-18,4837,1.0076356056634774,0.7190453576978483,0.27131162741017417,0.009643014891977547,7848.0,100274.0
Maharashtra,2025-09-19,4490,0.8428515730833931,0.7291554036820336,0.2670038345243929,0.0038407617935734685,6898.0,79044.0
Maharashtra,2025-09-20,4096,0.8833167258894022,0.78856845344521,0.20943049996333865,0.002001046591451291,3668.0,0.0
Maharashtra,2025-09-21,405,0.4158604467427997,0.7569938231702937,0.2414709473533003,0.001535229476405947,0.0,0.0
Maharashtra,2025-09-22,2953,0.7001663434863848,0.7668869018795903,0.22865072612707793,0.0044623719933317455,0.0,0.0
Maharashtra,2025-09-23,4387,0.8774233846842358,0.7712518287466835,0.2240770933359836,0.0046710779173329406,0.0,0.0
Maharashtra,2025-09-24,4855,0.9013234383804625,0.7598415972540887,0.23783854923529316,0.0023198535106181196,0.0,0.0
Maharashtra,2025-09-25,4199,0.8187372616754972,0.7503188060178229,0.2451572377610488,0.004523956221128306,0.0,0.0
Maharashtra,2025-09-26,2932,0.6781431114376751,0.7462777847408176,0.2518274369728493,0.001894778286332989,0.0,0.0
Maharashtra,2025-09-27,898,0.4269146305083805,0.6822249336311835,0.3146500663688164,0.003125,0.0,0.0
Maharashtra,2025-09-28,117,0.152014652014652,0.7032967032967034,0.2802197802197802,0.016483516483516484,0.0,0.0
Maharashtra,2025-09-29,580,0.2740904802920307,0.6738505393544154,0.31907940609491,0.007070054550674706,0.0,0.0
Maharashtra,2025-09-30,100,0.3538135593220339,0.2514124293785311,0.731638418079096,0.01694915254237288,0.0,0.0
Maharashtra,2025-10-13,4244,0.9266623920054955,0.8257402329803274,0.15140214880547162,0.022857618214200945,5180.0,0.0
Maharashtra,2025-10-15,5412,0.8498574630891718,0.8259885502127129,0.15858765794420662,0.01542379184308049,10018.0,0.0
Maharashtra,2025-10-16,2565,0.5872407854451822,0.7841770902425764,0.1864421345297215,0.029380775227702143,8991.0,0.0
Maharashtra,2025-10-17,6616,1.1220290744063333,0.8427759895782989,0.14598066610387975,0.011243344317821332,7153.0,0.0
Maharashtra,2025-10-18,3881,0.7648824070263881,0.850136798538771,0.14142094868843233,0.008442252772796706,15628.0,0.0
Maharashtra,2025-10-19,4087,0.8870106631453073,0.8645699852315376,0.13237668208422962,0.003053332684232759,5242.0,0.0
Maharashtra,2025-10-20,1401,0.47331561887532037,0.855614729383386,0.1430171114126338,0.0013681592039800994,0.0,0.0
Maharashtra,2025-10-21,416,0.19146598434677903,0.76596427854706,0.23044852498494883,0.0035871964679911696,725.0,0.0
Maharashtra,2025-10-22,6,0.0,0.6666666666666666,0.3333333333333333,0.0,140.0,0.0
Maharashtra,2025-10-23,11,0.0,0.5454545454545454,0.18181818181818182,0.2727272727272727,283.0,0.0
Maharashtra,2025-10-24,1347,0.43148387721031844,0.7840521079444305,0.1793011295148306,0.036646762540738884,4457.0,0.0
Maharashtra,2025-10-25,2399,0.5284672268849773,0.8336189738535388,0.1628821575907745,0.0034988685556867375,0.0,0.0
Maharashtra,2025-10-26,988,0.33246419944789507,0.7468944099378881,0.24313750862663905,0.00996808143547274,9660.0,0.0
Manipur,2025-04-01,632,0.0,0.20569620253164558,0.7531645569620253,0.04113924050632911,0.0,16868.0
Manipur,2025-05-01,291,-0.031652020057290876,0.4125429392982749,0.3961683171395513,0.19128874356217382,0.0,15802.0
Manipur,2025-06-01,603,4.688679245283019,0.15091210613598674,0.8275290215588723,0.02155887230514096,0.0,11300.0
Manipur,2025-07-01,1626,1.6965174129353233,0.2140221402214022,0.7779827798277983,0.007995079950799507,0.0,86754.0
Manipur,2025-09-01,190,0.9106630449777923,0.4519572130759502,0.5098416263824638,0.03820116054158607,381.0,980.0
Manipur,2025-09-02,207,1.5759004339193017,0.40376601980375565,0.5962339801962443,0.0,780.0,1904.0
Manipur,2025-09-03,149,1.097682275489293,0.4357790487615049,0.5564431734607174,0.0077777777777777776,527.0,1441.0
Manipur,2025-09-04,171,0.9674065934065933,0.44273992673992674,0.5551575091575092,0.0021025641025641025,313.0,1719.0
Manipur,2025-09-05,114,0.6495726495726496,0.35225885225885223,0.6092796092796093,0.038461538461538464,655.0,716.0
Manipur,2025-09-06,172,1.0365982408998133,0.3881697575730878,0.6094661762330588,0.002364066193853428,779.0,715.0
Manipur,2025-09-07,43,0.9029411764705882,0.5955882352941176,0.40441176470588236,0.0,205.0,389.0
Manipur,2025-09-08,130,0.5121672653587547,0.44907432992539376,0.5487980105001381,0.002127659574468085,719.0,1123.0
Manipur,2025-09-09,105,0.6492229437229438,0.39650216450216447,0.5834978354978355,0.02,470.0,1452.0
Manipur,2025-09-10,171,0.6042276822276822,0.3971225771225771,0.5938520338520338,0.009025389025389024,903.0,1791.0
Manipur,2025-09-11,167,1.7127427782707287,0.4727981530776562,0.5192653389858359,0.007936507936507936,567.0,1765.0
Manipur,2025-09-12,95,0.33005698005698003,0.3746438746438746,0.5997150997150997,0.02564102564102564,748.0,1655.0
Manipur,2025-09-13,64,0.7422692533803645,0.49388594944150505,0.506114050558495,0.0,155.0,326.0
Manipur,2025-09-14,26,0.3722222222222222,0.33888888888888885,0.6611111111111111,0.0,64.0,249.0
Manipur,2025-09-15,104,0.7465728715728716,0.4211899211899212,0.565989565989566,0.01282051282051282,532.0,1266.0
Manipur,2025-09-16,113,0.6860688306131181,0.4822931312019887,0.5177068687980113,0.0,318.0,835.0
Manipur,2025-09-17,97,0.9766930346700083,0.4348566729323308,0.5651433270676691,0.0,382.0,539.0
Manipur,2025-09-18,108,1.6435642608946859,0.4281359569848171,0.5617630329141728,0.0101010101010101,158.0,714.0
Manipur,2025-09-19,97,0.9490705373058314,0.4592988710635769,0.5407011289364231,0.0,198.0,812.0
Manipur,2025-09-20,123,1.2911222415795587,0.5094729965156795,0.48239692218350755,0.008130081300813007,211.0,0.0
Manipur,2025-09-21,8,0.16666666666666663,0.0,1.0,0.0,0.0,0.0
Manipur,2025-09-22,129,0.9034909534909535,0.458509546009546,0.5414904539904539,0.0,0.0,0.0
Manipur,2025-09-23,147,1.2556716637272192,0.40998383303938857,0.5891931216931217,0.0008230452674897119,0.0,0.0
Manipur,2025-09-24,181,1.4002078609221467,0.4520219198790627,0.5366402116402116,0.011337868480725623,0.0,0.0
Manipur,2025-09-25,192,1.4243229788928713,0.5885005973715651,0.4068697729988053,0.004629629629629629,0.0,0.0
Manipur,2025-09-26,146,0.9806577681577682,0.49957631874298536,0.5004236812570146,0.0,0.0,0.0
Manipur,2025-09-27,73,0.763978494623656,0.40080645161290324,0.5991935483870967,0.0,0.0,0.0
Manipur,2025-09-28,9,-0.046875,0.25,0.75,0.0,0.0,0.0
Manipur,2025-09-29,46,0.2604938271604938,0.1277777777777778,0.8043209876543209,0.06790123456790123,0.0,0.0
Manipur,2025-09-30,8,1.388888888888889,0.3333333333333333,0.6111111111111112,0.05555555555555555,0.0,0.0
Manipur,2025-10-13,186,1.8036237874779542,0.3975363756613757,0.5920469576719577,0.010416666666666666,66.0,0.0
Manipur,2025-10-15,264,1.230009081258074,0.3255874039113362,0.6703030070475678,0.00410958904109589,339.0,0.0
Manipur,2025-10-16,122,0.6199016563146997,0.41450138026224986,0.5501293995859213,0.03536922015182885,184.0,0.0
Manipur,2025-10-17,198,1.028973803973804,0.47435527435527436,0.5256447256447256,0.0,839.0,0.0
Manipur,2025-10-18,177,0.9631664946680426,0.35875042999656004,0.5864250085999313,0.05482456140350877,380.0,0.0
Manipur,2025-10-19,188,1.082116567978637,0.4318652037617555,0.5681347962382445,0.0,899.0,0.0
Manipur,2025-10-20,116,0.7201649958228905,0.4958646616541354,0.4128654970760234,0.09126984126984126,0.0,0.0
Manipur,2025-10-21,37,0.33095238095238094,0.4238095238095238,0.5761904761904761,0.0,180.0,0.0
Manipur,2025-10-23,1,0.0,0.0,0.0,1.0,30.0,0.0
Manipur,2025-10-24,164,0.9838313103018985,0.34223985890652553,0.649227098246706,0.008533042846768337,553.0,0.0
Manipur,2025-10-25,123,1.2777502067824649,0.3675696167631652,0.6324303832368349,0.0,0.0,0.0
Manipur,2025-10-26,59,0.6586038961038961,0.4249458874458874,0.5750541125541125,0.0,3522.0,0.0
Meghalaya,2025-03-02,109,0.0,0.10091743119266056,0.5596330275229358,0.3394495412844037,0.0,0.0
Meghalaya,2025-03-15,331,0.24271311162079517,0.41947691846522783,0.08719274580335731,0.4933303357314149,0.0,0.0
Meghalaya,2025-03-20,401,0.32866456834532376,0.21336877593360995,0.07066908713692946,0.7159621369294606,0.0,0.0
Meghalaya,2025-03-23,240,-0.12125851025258827,0.24888384947912975,0.2634469562752463,0.48766919424562394,0.0,0.0
Meghalaya,2025-03-26,211,0.5401459854014599,0.7962085308056872,0.12322274881516587,0.08056872037914692,0.0,0.0
Meghalaya,2025-03-28,191,0.39648060382657546,0.28034603947012704,0.3238713165720465,0.3957826439578264,0.0,0.0
Meghalaya,2025-03-29,67,-0.5109489051094891,0.44776119402985076,0.16417910447761194,0.3880597014925373,0.0,0.0
Meghalaya,2025-04-01,30512,0.9484184986084007,0.22994592425057234,0.5620034976093732,0.20805057814005448,0.0,11865.0
Meghalaya,2025-05-01,17380,0.8994005785463961,0.21934161975363037,0.4305461037525808,0.35011227649378884,0.0,11226.0
Meghalaya,2025-06-01,13561,0.5120272580791907,0.13618895694807742,0.5223095023364375,0.34150154071548516,0.0,10839.0
Meghalaya,2025-07-01,23909,0.8904913341356625,0.1524593871572604,0.4919951412664876,0.355545471576252,0.0,14360.0
Meghalaya,2025-09-01,680,1.6076614887078815,0.19120774818186292,0.4006531415364075,0.4081391102817295,639.0,417.0
Meghalaya,2025-09-02,577,1.9696951660387942,0.21631552744517044,0.3988442202948552,0.3848402522599743,438.0,486.0
Meghalaya,2025-09-03,507,1.2942395991984221,0.2605795298761514,0.4038447519328581,0.33557571819099047,356.0,339.0
Meghalaya,2025-09-04,491,2.063471309046861,0.20693126301636486,0.39052275806159503,0.40254597892204,529.0,435.0
Meghalaya,2025-09-05,496,1.5048585291066494,0.20252786524716349,0.468495414360076,0.3289767203927605,653.0,422.0
Meghalaya,2025-09-06,67,1.2449690660216977,0.2851052456315614,0.47536235694130435,0.23953239742713425,57.0,123.0
Meghalaya,2025-09-07,4,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,10.0,12.0
Meghalaya,2025-09-08,516,1.6550233635759952,0.2324376768455716,0.42435142829879674,0.34321089485563167,441.0,488.0
Meghalaya,2025-09-09,555,2.6554765053670972,0.2220177131252123,0.4490583621667798,0.3289239247080079,482.0,474.0
Meghalaya,2025-09-10,446,1.4244953343812286,0.21295295486422772,0.45978255366510334,0.32726449147066894,902.0,433.0
Meghalaya,2025-09-11,397,1.9016506641506643,0.24355319037522427,0.42425515476362935,0.3321916548611464,436.0,363.0
Meghalaya,2025-09-12,536,1.657452219037389,0.24847764951764365,0.4802013288208734,0.2713210216614829,798.0,560.0
Meghalaya,2025-09-13,148,2.0890321869488537,0.2692328042328042,0.5762345679012346,0.1545326278659612,119.0,197.0
Meghalaya,2025-09-14,10,2.3333333333333335,0.4,0.4,0.2,4.0,15.0
Meghalaya,2025-09-15,404,1.4079290537478473,0.21724788836952347,0.5120646969625036,0.27068741466797297,761.0,527.0
Meghalaya,2025-09-16,475,2.660128112135379,0.22083235444768765,0.3980548624167695,0.3811127831355428,202.0,496.0
Meghalaya,2025-09-17,324,1.6805136513398538,0.09799596735574788,0.44687046889163434,0.45513356375261776,539.0,413.0
Meghalaya,2025-09-18,133,1.7698302469135803,0.264891975308642,0.559645061728395,0.17546296296296296,186.0,164.0
Meghalaya,2025-09-19,420,2.0876776541960083,0.1726633596906122,0.4804151866651867,0.3469214536442011,195.0,409.0
Meghalaya,2025-09-20,63,1.2296296296296294,0.1823529411764706,0.6926470588235294,0.125,26.0,0.0
Meghalaya,2025-09-21,4,0.625,0.5,0.0,0.5,0.0,0.0
Meghalaya,2025-09-22,407,1.8404703693184084,0.27524360896909916,0.47597552683336997,0.24878086419753087,0.0,0.0
Meghalaya,2025-09-23,368,0.9465252399074512,0.256463179698155,0.49458897431828897,0.248947845983556,0.0,0.0
Meghalaya,2025-09-24,400,1.4451550907012478,0.2727328215736737,0.40869016847504736,0.31857700995127897,0.0,0.0
Meghalaya,2025-09-25,337,1.9070426080568068,0.2741110394000861,0.5247737809857486,0.2011151796141654,0.0,0.0
Meghalaya,2025-09-26,322,0.6578465681144252,0.2739681697270983,0.5803172769690627,0.14571455330383903,0.0,0.0
Meghalaya,2025-09-27,28,0.19999999999999998,0.27777777777777773,0.4555555555555556,0.26666666666666666,0.0,0.0
Meghalaya,2025-09-28,2,0.0,0.0,1.0,0.0,0.0,0.0
Meghalaya,2025-09-29,218,1.4530787788600288,0.21491170866170864,0.7350882913382913,0.049999999999999996,0.0,0.0
Meghalaya,2025-09-30,204,1.3570147823939533,0.2568168321960031,0.7291875493341621,0.01399561846983485,0.0,0.0
Meghalaya,2025-10-13,439,3.1695431903704487,0.17018894572037022,0.44734325236829403,0.3824678019113357,157.0,0.0
Meghalaya,2025-10-15,504,0.8233127965945304,0.1869710939215583,0.4830069088118624,0.3300219972665793,139.0,0.0
Meghalaya,2025-10-16,355,1.7618785911058636,0.10085137085137084,0.5392204512659058,0.35992817788272335,156.0,0.0
Meghalaya,2025-10-17,136,0.3469585037962553,0.34263058841957833,0.5858685085876456,0.07150090299277606,86.0,0.0
Meghalaya,2025-10-18,172,0.9691056910569106,0.33329828987945054,0.5897603027754416,0.07694140734510793,28.0,0.0
Meghalaya,2025-10-19,160,0.7603793103448275,0.3575555555555555,0.6274444444444445,0.015,63.0,0.0
Meghalaya,2025-10-20,44,0.5564935064935065,0.5012987012987012,0.475974025974026,0.022727272727272728,0.0,0.0
Meghalaya,2025-10-21,116,1.4532430213464695,0.10935960591133004,0.33288177339901476,0.5577586206896552,19.0,0.0
Meghalaya,2025-10-22,35,0.9305361305361306,0.0,0.0,1.0,6.0,0.0
Meghalaya,2025-10-23,282,1.6959726526415992,0.0,0.0,1.0,4.0,0.0
Meghalaya,2025-10-24,314,1.4396565909723804,0.31111306483160034,0.6178506488003056,0.07103628636809414,321.0,0.0
Meghalaya,2025-10-25,400,1.6936931105912316,0.2968829940049519,0.6798411204550115,0.023275885540036484,0.0,0.0
Meghalaya,2025-10-26,235,1.338058238058238,0.18548040967395804,0.8057783315847832,0.008741258741258742,406.0,0.0
Mizoram,2025-04-01,368,0.0,0.7472826086956522,0.20652173913043478,0.04619565217391304,1212.0,24235.0
Mizoram,2025-05-01,737,0.22563924475584535,0.5795396457979568,0.24634930676964445,0.17411104743239875,490.0,7920.0
Mizoram,2025-06-01,311,-0.23463064563534825,0.655524838736701,0.21848035519812348,0.1259948060651755,842.0,7384.0
Mizoram,2025-07-01,875,0.07780157489965381,0.5961375266573625,0.2616009156775231,0.14226155766511445,0.0,8161.0
Mizoram,2025-09-01,54,0.7711325439266616,0.6107142857142857,0.2586038961038961,0.13068181818181818,125.0,302.0
Mizoram,2025-09-02,63,0.6985347985347985,0.6826465201465202,0.22119963369963372,0.09615384615384616,169.0,655.0
Mizoram,2025-09-03,56,0.547047619047619,0.6415238095238095,0.3327619047619048,0.02571428571428571,126.0,314.0
Mizoram,2025-09-04,51,0.6011904761904762,0.731060606060606,0.2689393939393939,0.0,114.0,441.0
Mizoram,2025-09-05,28,0.30357142857142855,0.7261904761904762,0.2380952380952381,0.03571428571428571,22.0,160.0
Mizoram,2025-09-06,32,0.3482456140350877,0.8552631578947368,0.14473684210526316,0.0,12.0,157.0
Mizoram,2025-09-07,3,0.25,0.25,0.75,0.0,3.0,19.0
Mizoram,2025-09-08,44,0.46403508771929824,0.5421052631578948,0.32631578947368417,0.13157894736842105,197.0,333.0
Mizoram,2025-09-09,99,1.423938458660681,0.7309296670407782,0.254255518144407,0.014814814814814815,127.0,294.0
Mizoram,2025-09-10,77,1.7097382920110193,0.8078374655647383,0.18852617079889808,0.0036363636363636364,189.0,261.0
Mizoram,2025-09-11,39,0.5472222222222222,0.6672222222222222,0.21611111111111111,0.11666666666666667,127.0,218.0
Mizoram,2025-09-12,35,0.22745098039215683,0.5686274509803921,0.30392156862745096,0.12745098039215685,143.0,200.0
Mizoram,2025-09-13,37,0.80625,0.6159722222222223,0.32152777777777775,0.0625,43.0,229.0
Mizoram,2025-09-14,2,-0.7777777777777778,0.5,0.5,0.0,2.0,35.0
Mizoram,2025-09-15,48,0.4151515151515151,0.759090909090909,0.21818181818181817,0.022727272727272728,250.0,580.0
Mizoram,2025-09-16,63,1.5843537414965987,0.8428571428571429,0.15714285714285714,0.0,114.0,484.0
Mizoram,2025-09-17,85,1.019638290098648,0.7322494215077334,0.26775057849226647,0.0,214.0,551.0
Mizoram,2025-09-18,47,0.3411027568922306,0.8097744360902256,0.19022556390977444,0.0,94.0,560.0
Mizoram,2025-09-19,57,0.5672619047619047,0.7685185185185186,0.18518518518518517,0.046296296296296294,73.0,473.0
Mizoram,2025-09-20,50,0.6982456140350877,0.8245614035087719,0.1754385964912281,0.0,39.0,0.0
Mizoram,2025-09-22,30,0.13157894736842105,0.7368421052631579,0.2631578947368421,0.0,0.0,0.0
Mizoram,2025-09-23,32,0.2303030303030303,0.712121212121212,0.28787878787878785,0.0,0.0,0.0
Mizoram,2025-09-24,53,0.48333333333333334,0.6416666666666667,0.27499999999999997,0.08333333333333333,0.0,0.0
Mizoram,2025-09-25,51,0.5326839826839826,0.7038961038961039,0.2961038961038961,0.0,0.0,0.0
Mizoram,2025-09-26,50,0.40303030303030307,0.8257575757575758,0.17424242424242425,0.0,0.0,0.0
Mizoram,2025-09-27,4,-0.5,1.0,0.0,0.0,0.0,0.0
Mizoram,2025-09-28,1,-0.75,1.0,0.0,0.0,0.0,0.0
Mizoram,2025-09-29,14,0.13636363636363635,0.8636363636363636,0.13636363636363635,0.0,0.0,0.0
Mizoram,2025-09-30,13,0.0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0
Mizoram,2025-10-13,39,0.7774509803921569,0.7696078431372549,0.16176470588235295,0.06862745098039215,38.0,0.0
Mizoram,2025-10-15,86,0.5376344086021505,0.6634408602150538,0.29623655913978497,0.04032258064516129,48.0,0.0
Mizoram,2025-10-16,39,0.24782608695652175,0.7717391304347826,0.20652173913043478,0.021739130434782608,155.0,0.0
Mizoram,2025-10-17,79,1.454861111111111,0.8412247474747474,0.1587752525252525,0.0,65.0,0.0
Mizoram,2025-10-18,91,0.749025974025974,0.7984126984126985,0.2015873015873016,0.0,38.0,0.0
Mizoram,2025-10-19,58,0.3530864197530864,0.8246913580246913,0.17530864197530865,0.0,34.0,0.0
Mizoram,2025-10-20,34,0.291005291005291,0.8611111111111112,0.1111111111111111,0.027777777777777776,0.0,0.0
Mizoram,2025-10-21,23,0.4642857142857143,0.9047619047619048,0.09523809523809523,0.0,17.0,0.0
Mizoram,2025-10-23,14,0.6666666666666666,0.0,0.0,1.0,5.0,0.0
Mizoram,2025-10-24,99,0.6803174603174603,0.6366666666666667,0.25,0.11333333333333333,106.0,0.0
Mizoram,2025-10-25,75,0.7109195402298851,0.7811986863711001,0.21880131362889982,0.0,0.0,0.0
Mizoram,2025-10-26,29,0.17045454545454544,0.8409090909090909,0.1590909090909091,0.0,160.0,0.0
Nagaland,2025-04-01,3506,0.10553081054442921,0.32574112070102923,0.5959089581429537,0.07834992115601708,0.0,14868.0
Nagaland,2025-05-01,666,0.9943061440677967,0.46423426418439717,0.48052415780141844,0.055241578014184396,0.0,14167.0
Nagaland,2025-06-01,739,0.044508092380432775,0.2331536768440657,0.6940023577954612,0.07284396536047306,0.0,11325.0
Nagaland,2025-07-01,4169,0.16301776628394293,0.2345349041065665,0.6922059585398769,0.07325913735355662,0.0,13864.0
Nagaland,2025-09-01,123,0.7159050825717492,0.2994378306878307,0.5621031746031746,0.1384589947089947,124.0,466.0
Nagaland,2025-09-02,153,0.9286499536499537,0.21847814347814348,0.6068221568221569,0.1746996996996997,156.0,592.0
Nagaland,2025-09-03,110,0.967857142857143,0.3365800865800866,0.5323593073593074,0.13106060606060607,126.0,461.0
Nagaland,2025-09-04,98,0.7260157467054019,0.3333459643804471,0.5956359732221801,0.07101806239737274,111.0,503.0
Nagaland,2025-09-05,82,0.6914529914529914,0.22863247863247865,0.7280982905982907,0.04326923076923077,117.0,258.0
